Date,open,high,low,close
24/07/2018,7716.509766,8424.269531,7705.5,8424.269531
25/07/2018,8379.660156,8416.870117,8086.359863,8181.390137
26/07/2018,8176.850098,8290.330078,7878.709961,7951.580078
27/07/2018,7950.399902,8262.660156,7839.759766,8165.009766
28/07/2018,8169.060059,8222.849609,8110.77002,8192.150391
29/07/2018,8205.820313,8272.259766,8141.180176,8218.459961
30/07/2018,8221.580078,8235.5,7917.5,8180.47998
31/07/2018,8181.200195,8181.529785,7696.930176,7780.439941
01/08/2018,7769.040039,7769.040039,7504.950195,7624.910156
02/08/2018,7634.189941,7712.77002,7523.439941,7567.149902
03/08/2018,7562.140137,7562.140137,7328.649902,7434.390137
04/08/2018,7438.669922,7497.490234,6984.069824,7032.850098
05/08/2018,7031.080078,7102.77002,6940.700195,7068.47998
06/08/2018,7062.939941,7166.549805,6890.540039,6951.799805
07/08/2018,6958.319824,7146.560059,6748.240234,6753.120117
08/08/2018,6746.850098,6746.850098,6226.220215,6305.799805
09/08/2018,6305.560059,6625.72998,6249.069824,6568.22998
10/08/2018,6571.419922,6591.259766,6124.52002,6184.709961
11/08/2018,6185.790039,6455.740234,6109.029785,6295.72998
12/08/2018,6283.649902,6409.850098,6237.5,6322.689941
13/08/2018,6341.359863,6537.049805,6225.720215,6297.569824
14/08/2018,6287.660156,6287.939941,5971.049805,6199.709961
15/08/2018,6221.419922,6588.490234,6221.419922,6308.52002
16/08/2018,6294.22998,6473.5,6276.410156,6334.72998
17/08/2018,6340.910156,6582.5,6324.970215,6580.629883
18/08/2018,6583.430176,6617.350098,6353.72998,6423.759766
19/08/2018,6422.569824,6537.97998,6361.549805,6506.069824
20/08/2018,6500.509766,6536.919922,6297.930176,6308.529785
21/08/2018,6301.069824,6500.870117,6298.240234,6488.759766
22/08/2018,6486.25,6816.790039,6310.109863,6376.709961
23/08/2018,6371.339844,6546.540039,6371.339844,6534.879883
24/08/2018,6551.52002,6719.959961,6498.640137,6719.959961
25/08/2018,6719.950195,6789.629883,6700.959961,6763.189941
26/08/2018,6754.640137,6774.75,6620.75,6707.259766
27/08/2018,6710.799805,6884.640137,6689.709961,6884.640137
28/08/2018,6891.080078,7109.560059,6882.339844,7096.279785
29/08/2018,7091.709961,7113.299805,6970.819824,7047.160156
30/08/2018,7043.759766,7072.689941,6834.689941,6978.22998
31/08/2018,6973.970215,7057.169922,6920.160156,7037.580078
01/09/2018,7044.810059,7242.290039,7038.049805,7193.25
02/09/2018,7189.580078,7306.310059,7132.160156,7272.720215
03/09/2018,7279.029785,7317.939941,7208.149902,7260.060059
04/09/2018,7263,7388.259766,7255.439941,7361.660156
05/09/2018,7361.459961,7388.430176,6792.830078,6792.830078
06/09/2018,6755.140137,6755.140137,6404.720215,6529.169922
07/09/2018,6528.919922,6555.290039,6396.870117,6467.069824
08/09/2018,6460.169922,6534.25,6197.52002,6225.97998
09/09/2018,6223.379883,6446.259766,6201.220215,6300.859863
10/09/2018,6301.569824,6374.97998,6292.759766,6329.700195
11/09/2018,6331.879883,6398.919922,6260.209961,6321.200195
12/09/2018,6317.009766,6363.870117,6265.089844,6351.799805
13/09/2018,6354.240234,6535.410156,6354.240234,6517.310059
14/09/2018,6515.410156,6596.100098,6456.169922,6512.709961
15/09/2018,6509.399902,6561.720215,6493.549805,6543.200195
16/09/2018,6536.680176,6544.330078,6460.100098,6517.180176
17/09/2018,6514.060059,6540.209961,6257.52002,6281.200195
18/09/2018,6280.910156,6384.180176,6265.709961,6371.299805
19/09/2018,6371.850098,6448.459961,6208.339844,6398.540039
20/09/2018,6398.850098,6529.259766,6395.950195,6519.669922
21/09/2018,6513.870117,6794.330078,6496.359863,6734.950195
22/09/2018,6735.049805,6814.560059,6616.799805,6721.97998
23/09/2018,6715.319824,6766.149902,6679.419922,6710.629883
24/09/2018,6704.77002,6713.560059,6580.899902,6595.410156
25/09/2018,6603.640137,6603.640137,6381.859863,6446.470215
26/09/2018,6452.790039,6585.910156,6397.890137,6495
27/09/2018,6495.290039,6712.100098,6464.950195,6676.75
28/09/2018,6678.75,6785.029785,6598.319824,6644.129883
29/09/2018,6643.100098,6643.100098,6511.649902,6601.959961
30/09/2018,6604.709961,6643.779785,6566.540039,6625.560059
01/10/2018,6619.850098,6653.299805,6549.080078,6589.620117
02/10/2018,6593.240234,6611.839844,6537.899902,6556.100098
03/10/2018,6553.859863,6571.459961,6454.029785,6502.589844
04/10/2018,6497.910156,6603.310059,6497.910156,6576.689941
05/10/2018,6574.149902,6623.620117,6557.410156,6622.47998
06/10/2018,6622.450195,6628.540039,6577.799805,6588.310059
07/10/2018,6590.680176,6641.490234,6557.040039,6602.950195
08/10/2018,6600.189941,6675.060059,6576.040039,6652.22998
09/10/2018,6653.080078,6661.410156,6606.939941,6642.640137
10/10/2018,6640.290039,6640.290039,6538.959961,6585.529785
11/10/2018,6586.740234,6586.740234,6243.740234,6256.240234
12/10/2018,6239.25,6328.5,6236.470215,6274.580078
13/10/2018,6278.080078,6308.509766,6259.810059,6285.990234
14/10/2018,6288.490234,6363.209961,6280.149902,6290.930176
15/10/2018,6292.640137,6965.060059,6258.680176,6596.540039
16/10/2018,6601.410156,6673.589844,6571.370117,6596.109863
17/10/2018,6590.52002,6601.209961,6517.450195,6544.430176
18/10/2018,6542.330078,6567.540039,6450.040039,6476.709961
19/10/2018,6478.069824,6493.680176,6445.310059,6465.410156
20/10/2018,6460.919922,6497.720215,6449,6489.189941
21/10/2018,6490.089844,6556.379883,6476,6482.350098
22/10/2018,6486.049805,6543.799805,6462.97998,6487.160156
23/10/2018,6472.359863,6506.009766,6451.27002,6475.740234
24/10/2018,6478.890137,6521.990234,6468.859863,6495.839844
25/10/2018,6484.649902,6504.649902,6447.029785,6476.290039
26/10/2018,6468.439941,6498.290039,6449.609863,6474.75
27/10/2018,6480.839844,6507.410156,6453.529785,6480.379883
28/10/2018,6482.660156,6502.279785,6447.910156,6486.390137
29/10/2018,6492.350098,6503.600098,6306.990234,6332.629883
30/10/2018,6337.040039,6364.990234,6310.140137,6334.27002
31/10/2018,6336.990234,6349.160156,6316.879883,6317.609863
01/11/2018,6318.140137,6547.140137,6311.830078,6377.779785
02/11/2018,6378.919922,6396.859863,6327.379883,6388.439941
03/11/2018,6387.240234,6400.069824,6342.370117,6361.259766
04/11/2018,6365.470215,6388.629883,6294.569824,6376.129883
05/11/2018,6363.620117,6480.589844,6363.620117,6419.660156
06/11/2018,6433.379883,6463.549805,6408.160156,6461.009766
07/11/2018,6468.5,6552.160156,6468.310059,6530.140137
08/11/2018,6522.27002,6536.919922,6438.529785,6453.720215
09/11/2018,6442.600098,6456.459961,6373.370117,6385.620117
10/11/2018,6386.129883,6437.279785,6385.310059,6409.220215
11/11/2018,6413.629883,6423.25,6350.169922,6411.27002
12/11/2018,6411.759766,6434.209961,6360.470215,6371.27002
13/11/2018,6373.189941,6395.27002,6342.669922,6359.490234
14/11/2018,6351.240234,6371.549805,5544.089844,5738.350098
15/11/2018,5736.149902,5774.819824,5358.379883,5648.029785
16/11/2018,5645.319824,5657.02002,5498.939941,5575.549805
17/11/2018,5578.580078,5578.580078,5519.560059,5554.330078
18/11/2018,5559.740234,5653.609863,5559.740234,5623.540039
19/11/2018,5620.779785,5620.779785,4842.910156,4871.490234
20/11/2018,4863.930176,4951.609863,4272.109863,4451.870117
21/11/2018,4465.540039,4675.72998,4343.97998,4602.169922
22/11/2018,4611.569824,4629.640137,4365.640137,4365.939941
23/11/2018,4360.700195,4396.419922,4195.680176,4347.109863
24/11/2018,4347.689941,4413.089844,3795.159912,3880.76001
25/11/2018,3880.780029,4120.870117,3585.060059,4009.969971
26/11/2018,4015.070068,4107.140137,3643.919922,3779.129883
27/11/2018,3765.949951,3862.959961,3661.01001,3820.719971
28/11/2018,3822.469971,4385.899902,3822.469971,4257.419922
29/11/2018,4269.004395,4413.020508,4145.765137,4278.84668
30/11/2018,4289.088867,4322.976563,3942.822021,4017.268555
01/12/2018,4024.464355,4309.377441,3969.710693,4214.671875
02/12/2018,4200.733398,4301.519531,4110.978516,4139.87793
03/12/2018,4147.32373,4155.979492,3840.446289,3894.130859
04/12/2018,3886.294922,4075.627686,3832.75,3956.893799
05/12/2018,3958.894775,3969.535889,3753.994873,3753.994873
06/12/2018,3754.074463,3874.966064,3521.101807,3521.101807
07/12/2018,3512.590332,3512.590332,3280.22876,3419.937256
08/12/2018,3421.9104,3506.043457,3350.650635,3476.114746
09/12/2018,3473.227539,3685.305664,3469.094238,3614.234375
10/12/2018,3612.046387,3647.33252,3470.144531,3502.656006
11/12/2018,3497.554688,3513.185059,3392.25,3424.588135
12/12/2018,3421.458252,3534.228516,3413.481445,3486.950195
13/12/2018,3487.879395,3489.739502,3298.13208,3313.677246
14/12/2018,3311.751953,3329.555908,3206.542236,3242.484863
15/12/2018,3243.997559,3275.37793,3191.303467,3236.761719
16/12/2018,3236.274658,3305.753174,3233.819824,3252.839111
17/12/2018,3253.123047,3597.917969,3253.123047,3545.864746
18/12/2018,3544.761475,3701.349365,3487.169189,3696.059082
19/12/2018,3706.824951,3949.322998,3687.22998,3745.950684
20/12/2018,3742.195068,4191.228516,3728.974609,4134.441406
21/12/2018,4133.703613,4198.429688,3850.946289,3896.543701
22/12/2018,3898.08374,4014.182617,3855.739014,4014.182617
23/12/2018,4020.994629,4085.723633,3976.405762,3998.980225
24/12/2018,4000.331787,4271.79248,4000.331787,4078.599121
25/12/2018,4081.030518,4089.561523,3760.020508,3815.490723
26/12/2018,3819.666748,3893.359619,3769.86377,3857.297607
27/12/2018,3854.688477,3874.416992,3645.448486,3654.833496
28/12/2018,3653.131836,3956.135986,3642.63208,3923.918701
29/12/2018,3932.491699,3963.758789,3820.408691,3820.408691
30/12/2018,3822.384766,3901.908936,3797.219238,3865.952637
31/12/2018,3866.839111,3868.74292,3725.867432,3742.700439
01/01/2019,3746.713379,3850.913818,3707.231201,3843.52002
02/01/2019,3849.216309,3947.981201,3817.409424,3943.409424
03/01/2019,3931.048584,3935.685059,3826.2229,3836.741211
04/01/2019,3832.040039,3865.93457,3783.85376,3857.717529
05/01/2019,3851.973877,3904.903076,3836.900146,3845.19458
06/01/2019,3836.519043,4093.297363,3826.513184,4076.632568
07/01/2019,4078.584961,4092.613525,4020.894043,4025.248291
08/01/2019,4028.472168,4109.020996,3996.955322,4030.8479
09/01/2019,4031.552002,4068.403564,4022.662842,4035.296387
10/01/2019,4034.411377,4064.06665,3659.174561,3678.924561
11/01/2019,3674.015381,3713.881836,3653.069824,3687.365479
12/01/2019,3686.973145,3698.978271,3653.810791,3661.301025
13/01/2019,3658.868164,3674.76001,3544.927246,3552.953125
14/01/2019,3557.311035,3727.836182,3552.285156,3706.052246
15/01/2019,3704.216309,3720.15332,3619.949219,3630.675293
16/01/2019,3631.509766,3685.7771,3624.67334,3655.006836
17/01/2019,3651.871094,3680.135986,3621.960938,3678.563965
18/01/2019,3677.990479,3682.52002,3637.080811,3657.839355
19/01/2019,3652.37793,3758.533447,3652.37793,3728.568359
20/01/2019,3725.446045,3743.387939,3583.019531,3601.013672
21/01/2019,3600.372803,3608.84082,3558.537109,3576.032471
22/01/2019,3575.081299,3620.746582,3539.721436,3604.577148
23/01/2019,3605.557129,3623.067871,3565.313965,3585.123047
24/01/2019,3584.500244,3616.087402,3569.092773,3600.865479
25/01/2019,3607.390381,3612.927734,3575.597412,3599.765869
26/01/2019,3599.715332,3654.933105,3593.345947,3602.460449
27/01/2019,3604.687256,3612.671387,3567.24585,3583.96582
28/01/2019,3584.283203,3586.750977,3439.23291,3470.450439
29/01/2019,3468.870117,3476.06543,3400.819824,3448.116943
30/01/2019,3443.896973,3495.174805,3429.387939,3486.181641
31/01/2019,3485.40918,3504.804932,3447.915771,3457.792725
01/02/2019,3460.547119,3501.954102,3431.591553,3487.945313
02/02/2019,3484.625977,3523.287354,3467.574707,3521.060791
03/02/2019,3516.139648,3521.388184,3447.924316,3464.013428
04/02/2019,3467.21167,3476.223877,3442.586914,3459.154053
05/02/2019,3454.950928,3478.148193,3451.937012,3466.357422
06/02/2019,3469.091797,3469.091797,3398.56543,3413.767822
07/02/2019,3414.929443,3427.945557,3394.218506,3399.47168
08/02/2019,3401.376465,3695.614014,3391.023682,3666.780273
09/02/2019,3671.585938,3679.941406,3646.559326,3671.203613
10/02/2019,3673.201416,3695.036133,3640.97998,3690.188232
11/02/2019,3695.613037,3695.613037,3642.287842,3648.430664
12/02/2019,3642.751953,3668.586914,3618.556885,3653.528564
13/02/2019,3653.604004,3669.746582,3617.246338,3632.070557
14/02/2019,3631.170166,3646.256592,3607.697754,3616.880859
15/02/2019,3617.368408,3647.795166,3608.206543,3620.810791
16/02/2019,3615.270264,3652.841309,3615.270264,3629.787598
17/02/2019,3633.359375,3680.537354,3619.182129,3673.836182
18/02/2019,3671.369873,3936.665039,3669.982422,3915.714355
19/02/2019,3911.661621,4010.879395,3908.153076,3947.094482
20/02/2019,3946.685059,4000.486328,3926.246826,3999.820557
21/02/2019,4000.256836,4010.009521,3940.108154,3954.118164
22/02/2019,3952.406494,4006.53833,3950.816406,4005.526611
23/02/2019,3998.91626,4166.286133,3968.726807,4142.526855
24/02/2019,4145.458008,4210.641602,3793.708984,3810.42749
25/02/2019,3807.002441,3913.707275,3807.002441,3882.696289
26/02/2019,3878.697266,3891.578857,3837.986328,3854.35791
27/02/2019,3857.479736,3888.80249,3787.058838,3851.047363
28/02/2019,3848.261963,3906.05835,3845.821289,3854.7854
01/03/2019,3853.75708,3907.79541,3851.692383,3859.58374
02/03/2019,3855.318115,3874.607422,3832.12793,3864.415039
03/03/2019,3862.266113,3875.483643,3836.905762,3847.175781
04/03/2019,3845.091553,3867.381836,3733.749756,3761.557129
05/03/2019,3759.83252,3903.916748,3745.183105,3896.375
06/03/2019,3897.081055,3919.510498,3871.460693,3903.942627
07/03/2019,3903.384766,3939.373291,3894.113037,3911.484375
08/03/2019,3913.22583,3950.432129,3875.228516,3901.131592
09/03/2019,3894.55249,3987.237793,3892.390381,3963.313721
10/03/2019,3966.174316,3966.174316,3924.381104,3951.599854
11/03/2019,3953.740234,3966.384766,3889.239014,3905.227295
12/03/2019,3903.758301,3926.88916,3863.559082,3909.15625
13/03/2019,3913.047363,3926.597656,3891.904297,3906.717285
14/03/2019,3905.576904,3946.504395,3901.296875,3924.369141
15/03/2019,3926.66333,3968.542969,3914.015381,3960.911133
16/03/2019,3963.900146,4077.036377,3961.657471,4048.72583
17/03/2019,4047.719482,4054.12207,4006.411133,4025.229004
18/03/2019,4029.968506,4071.556641,4009.117188,4032.507324
19/03/2019,4032.691895,4082.216064,4023.8125,4071.190186
20/03/2019,4070.793945,4089.461914,4031.11084,4087.476318
21/03/2019,4083.953857,4097.359863,4005.151367,4029.326904
22/03/2019,4028.514648,4053.906738,4021.54248,4023.968262
23/03/2019,4022.713379,4049.882568,4015.9646,4035.826416
24/03/2019,4035.163574,4040.699707,4006.192871,4022.168213
25/03/2019,4024.112793,4038.84082,3934.03125,3963.070557
26/03/2019,3969.22876,3985.080811,3944.753174,3985.080811
27/03/2019,3984.244873,4087.066162,3977.810547,4087.066162
28/03/2019,4087.584473,4094.9021,4040.266357,4069.107178
29/03/2019,4068.299805,4113.500977,4034.097168,4098.374512
30/03/2019,4092.13623,4296.806641,4053.909668,4106.660156
31/03/2019,4105.456055,4113.023438,4094.10083,4105.404297
01/04/2019,4105.362305,4164.953125,4096.901367,4158.183105
02/04/2019,4156.919434,4905.95459,4155.316895,4879.87793
03/04/2019,4879.958008,5307.003418,4876.621094,4973.021973
04/04/2019,4971.307617,5063.159668,4836.793945,4922.798828
05/04/2019,4922.806152,5053.509766,4919.491699,5036.681152
06/04/2019,5036.792969,5205.821777,4992.222168,5059.817383
07/04/2019,5062.793945,5235.186523,5050.412109,5198.896973
08/04/2019,5199.835449,5318.836426,5148.211914,5289.770996
09/04/2019,5289.917969,5289.917969,5167.418945,5204.958496
10/04/2019,5204.105469,5421.651367,5193.382324,5324.551758
11/04/2019,5325.081543,5354.225586,5017.296387,5064.487793
12/04/2019,5061.200684,5103.274414,4955.852539,5089.539063
13/04/2019,5088.850098,5127.12207,5061.589355,5096.586426
14/04/2019,5095.758789,5184.016113,5053.568359,5167.722168
15/04/2019,5167.321777,5196.606934,5024.069336,5067.108398
16/04/2019,5066.577637,5238.945313,5055.194824,5235.55957
17/04/2019,5236.135254,5274.275391,5219.205566,5251.937988
18/04/2019,5251.480469,5319.986328,5250.506836,5298.385742
19/04/2019,5298.154297,5336.680176,5233.334961,5303.8125
20/04/2019,5304.160645,5358.490723,5295.87793,5337.88623
21/04/2019,5335.878906,5359.924805,5257.339355,5314.53125
22/04/2019,5312.494629,5422.6875,5280.276855,5399.365234
23/04/2019,5399.365723,5633.802246,5389.408691,5572.362305
24/04/2019,5571.508301,5642.044434,5418.263184,5464.866699
25/04/2019,5466.524414,5542.238281,5181.338867,5210.515625
26/04/2019,5210.304688,5383.634277,5177.368652,5279.348145
27/04/2019,5279.471191,5310.75,5233.635742,5268.291016
28/04/2019,5271.746582,5326.231934,5255.683594,5285.13916
29/04/2019,5284.858398,5311.274902,5216.487793,5247.352539
